Catalogue_Number,Genus_species,Name_in_Tree,Species,Taxon_Rank,Vernacular_name,Institution,Institution_Code,Locality,Latitude,Longitude,Country,AUS_State
J70606,Cophixalus_crepitans,Cophixalus_crepitans,Cophixalus crepitans,species,Rattling Frog,Queensland Museum,QM,McIlwraith Ra,-13.735278,143.335556,Australia,Queensland
J70601,Cophixalus_crepitans,Cophixalus_crepitans,Cophixalus crepitans,species,Rattling Frog,Queensland Museum,QM,McIlwraith Ra,-13.738056,143.345833,Australia,Queensland
J70603,Cophixalus_crepitans,Cophixalus_crepitans,Cophixalus crepitans,species,Rattling Frog,Queensland Museum,QM,McIlwraith Ra,-13.735278,143.335556,Australia,Queensland
ABTC17596,Cophixalus_crepitans,Cophixalus_crepitans,Cophixalus crepitans,species,Rattling Frog,South Australian Museum,SAMA,,-13.7417,143.375,Australia,Queensland
R42606,Cophixalus_crepitans,Cophixalus_crepitans,Cophixalus crepitans,species,Rattling Frog,South Australian Museum,SAMA,,-13.7417,143.375,Australia,Queensland
J41649,Cophixalus_crepitans,Cophixalus_crepitans,Cophixalus crepitans,species,Rattling Frog,Queensland Museum,QM,"Rocky Scrub, 29 km NE of Coen",-13.73,143.35,Australia,Queensland
R23874,Cophixalus_crepitans,Cophixalus_crepitans,Cophixalus crepitans,species,Rattling Frog,South Australian Museum,SAMA,,-13.73,143.35,Australia,Queensland
J40593,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,"2.5Km SW of Mt Hartley, 35Km S of Cooktown",-15.766667,145.333333,Australia,Queensland
J40591,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,"2.5Km SW of Mt Hartley, 35Km S of Cooktown",-15.766667,145.333333,Australia,Queensland
R10311,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
J40596,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,"2.5Km SW of Mt Hartley, 35Km S of Cooktown",-15.766667,145.333333,Australia,Queensland
J91521,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.7,145.266667,Australia,Queensland
J91520,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.7,145.266667,Australia,Queensland
J65689,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.708333,145.275,Australia,Queensland
J91522,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.7,145.266667,Australia,Queensland
J91517,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.7,145.266667,Australia,Queensland
J91523,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.7,145.266667,Australia,Queensland
J91519,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.7,145.266667,Australia,Queensland
J91518,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.7,145.266667,Australia,Queensland
J65690,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.708333,145.275,Australia,Queensland
R10036,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
R10035,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
R10040,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
R.26845,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Australian Museum,AM,,-15.766,145.333,Australia,Queensland
R9796,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
R9832,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.72,145.28,Australia,Queensland
R.26842,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Australian Museum,AM,,-15.766,145.333,Australia,Queensland
D13172,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Museums Victoria,NMV,"Cape York Peninsula, Mt Hartley, 32 km (23 miles) S and 8 km (5 miles) E of Cooktown",-15.77,145.33,Australia,Queensland
D13171,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Museums Victoria,NMV,"Cape York Peninsula, Mt Hartley, 32 km (23 miles) S and 8 km (5 miles) E of Cooktown",-15.77,145.33,Australia,Queensland
R.26844,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Australian Museum,AM,,-15.766,145.333,Australia,Queensland
R.26843,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Australian Museum,AM,,-15.766,145.333,Australia,Queensland
R10037,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
R10039,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
D13170,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Museums Victoria,NMV,"Cape York Peninsula, Mt Hartley, 32 km (23 miles) S and 8 km (5 miles) E of Cooktown",-15.77,145.33,Australia,Queensland
R10038,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
R9732,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,South Australian Museum,SAMA,,-15.77,145.33,Australia,Queensland
R.142659,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Australian Museum,AM,,-15.70833,145.27499,Australia,Queensland
J65609,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Big Tableland,-15.708333,145.275,Australia,Queensland
J86789,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,"The Gap, Wet Tropics",-15.781111,145.291944,Australia,Queensland
X10195,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Commonwealth Scientific and Industrial Research Organisation,ANWC,O'Keefe Creek Big Tableland via Helenvale,-15.7,145.2667,Australia,Queensland
X10194,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Commonwealth Scientific and Industrial Research Organisation,ANWC,O'Keefe Creek Big Tableland via Helenvale,-15.7,145.2667,Australia,Queensland
X09916,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Commonwealth Scientific and Industrial Research Organisation,ANWC,O'Keefe Creek Big Tableland via Helenvale,-15.7,145.2667,Australia,Queensland
X09917,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Commonwealth Scientific and Industrial Research Organisation,ANWC,O'Keefe Creek Big Tableland via Helenvale,-15.7,145.2667,Australia,Queensland
J25283,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,"50yds from Slatey Ck, Home Rule",-15.738889,145.313889,Australia,Queensland
J25216,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Mt Hartley,-15.766667,145.333333,Australia,Queensland
J24862,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Mt Hartley,-15.766667,145.333333,Australia,Queensland
J73439,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Mt Hartley summit,-15.766667,145.316667,Australia,Queensland
J24861,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Mt Hartley,-15.766667,145.333333,Australia,Queensland
J73219,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Mt Hartley summit,-15.766667,145.316667,Australia,Queensland
J25282,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,"50yds from Slatey Ck, Home Rule",-15.738889,145.313889,Australia,Queensland
J25214,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,Mt Hartley,-15.766667,145.333333,Australia,Queensland
J60789,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Queensland Museum,QM,"Mt Hartley, 2.5km Sth of",-15.783333,145.316667,Australia,Queensland
X04199,Cophixalus_exiguus,Cophixalus_exiguus,Cophixalus exiguus,species,Scanty Frog,Commonwealth Scientific and Industrial Research Organisation,ANWC,Big Tableland,-15.73333,145.28333,Australia,Queensland
J44166,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44231,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44232,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44227,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44163,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44225,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44164,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44226,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44167,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J46013,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44230,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44221,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44219,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Gayundah Ck, Hinchingbrook Is",-18.366667,146.233333,Australia,Queensland
J44222,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44224,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J44217,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Gayundah Ck, Hinchingbrook Is",-18.366667,146.216667,Australia,Queensland
J46021,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.216667,Australia,Queensland
J44218,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Gayundah Ck, Hinchingbrook Is",-18.366667,146.216667,Australia,Queensland
J44223,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Upper Gayundah Ck, Hinchinbrook Is",-18.366667,146.25,Australia,Queensland
J76064,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,Hinchinbrook Is,-18.413333,146.281944,Australia,Queensland
J76066,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Hinchinbrook Is, Mt. Bowen summit",-18.358611,146.265278,Australia,Queensland
J76065,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Hinchinbrook Is, near Mt Diamantina",-18.426111,146.289722,Australia,Queensland
J76067,Cophixalus_hinchinbrookensis,Cophixalus_hinchinbrookensis,Cophixalus hinchinbrookensis,species,Hinchinbrook Island Nursery-frog,Queensland Museum,QM,"Hinchinbrook Is, near Mt Diamantina",-18.413333,146.281944,Australia,Queensland
J42058,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.59,145.276,Australia,Queensland
J86851,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mount Lewis,-16.581934,145.28418,Australia,Queensland
J86852,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mount Lewis,-16.581934,145.28418,Australia,Queensland
R.97576,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Australian Museum,AM,,-16.583,145.283,Australia,Queensland
R.97575,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Australian Museum,AM,,-16.583,145.283,Australia,Queensland
R.97574,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Australian Museum,AM,,-16.583,145.283,Australia,Queensland
J41689,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"The Bluff, 11Km W of Mossman",-16.466667,145.266667,Australia,Queensland
J91534,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis, Burton's Ridge",-16.508333,145.275,Australia,Queensland
J56474,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J79535,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.581934,145.28418,Australia,Queensland
J91536,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis, Burton's Ridge",-16.508333,145.275,Australia,Queensland
J66986,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis rd, end of rd",-16.491389,145.252778,Australia,Queensland
J67029,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mossman Bluff Track, 5-10km W Mossman",-16.469167,145.288611,Australia,Queensland
J91752,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis, 16.2 km along road",-16.575,145.275,Australia,Queensland
J37283,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis, near Forestry Camp",-16.582007,145.284241,Australia,Queensland
J79541,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis, Transect Creek",-16.581934,145.28418,Australia,Queensland
J79536,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.581934,145.28418,Australia,Queensland
J73199,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Upper High Falls Ck,-16.4,145.283333,Australia,Queensland
J37281,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis, near Forestry Camp",-16.582007,145.284241,Australia,Queensland
J37282,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis, near Forestry Camp",-16.582007,145.284241,Australia,Queensland
J91535,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Lewis, Burton's Ridge",-16.508333,145.275,Australia,Queensland
R40653,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,South Australian Museum,SAMA,,-16.58,145.28,Australia,Queensland
R40652,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,South Australian Museum,SAMA,,-16.58,145.28,Australia,Queensland
J56468,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J55915,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J56467,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56476,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56472,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Spurgeon,-16.4,145.2,Australia,Queensland
J55916,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J64823,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis Rd,-16.533333,145.283333,Australia,Queensland
J56485,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56480,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J55913,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J56489,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J55906,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J55905,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J56488,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J55908,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J56486,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56477,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56469,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56470,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J55912,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J56471,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J55904,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J56475,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56478,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J55911,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J56491,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56487,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J55910,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J55909,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J55907,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J56490,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56479,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J56473,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Spurgeon,-16.4,145.2,Australia,Queensland
J55914,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.583333,145.283333,Australia,Queensland
J71807,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.581934,145.28418,Australia,Queensland
J39906,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis Summit,-16.583333,145.283333,Australia,Queensland
J56481,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis,-16.582007,145.284241,Australia,Queensland
J39907,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,Mt Lewis Summit,-16.583333,145.283333,Australia,Queensland
J41150,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Devils Thumb area, 10Km NW of Mossman",-16.45,145.266667,Australia,Queensland
J42274,Cophixalus_hosmeri,Cophixalus_hosmeri_3,Cophixalus hosmeri,species,Hosmer's Frog,Queensland Museum,QM,"Mt Demi, 7Km SW of Mossman",-16.5,145.3,Australia,Queensland
